"","participant_id","comments","condition","block3_condition"
"687","p698","during the second part with the paint slodges it took me a while to figure out to copy what the other person choose to go with which colour once it changed to people I knew to copy the other persons idea of what matched. very interesting study","fixed_associations","emotions"
"688","p699",NA,"fixed_associations","objects"
"689","p700","I did not take notes.","fixed_associations","objects"
"690","p701","It was confusing.","fixed_associations","coloured_shapes"
"691","p702","objects to shapes was easiest as you could apply some logic ie. a volcano explodes so choosing the star (like an explosion) symbol each time. Partner seemed to apply no logic whatsoever. ","random_associations","objects"
"692","p703",NA,"random_associations","coloured_shapes"
"693","p704","it took 3-4 goes on the same shape/pic to establish a 'code' that worked most times","fixed_associations","emotions"
"694","p705","We struggled a bit on the colours and shapes (some right some wrong)","random_associations","emotions"
"695","p706","The second round didnt make any sense we basically just had to guess. The triangle i had to use for the mountain there was no description to send. ","fixed_associations","objects"
"696","p707",NA,"fixed_associations","coloured_shapes"
"697","p708","Middle section was tricky. We quickly worked out circle was light pink but other shapes became confused. For the end section we tried to match the picture to the same kind of shape - building was square in shape so was square banana was curved so was circle pentagon was volcano and the remaining hexagon shape became pig as it was the last one.","fixed_associations","objects"
"698","p709","I tried to choose the shape which best suited the item. ","fixed_associations","objects"
"699","p710","I made a mistake when colour was introduced but I was thrown for a sec. ","fixed_associations","coloured_shapes"
"700","p711","I tried to keep the same shapes and colours in my head as were used in the previous sections and the other player seemed the most dominant at picking which pictures went with which colours and shapes so I tried to follow them.","fixed_associations","objects"
"701","p712",NA,"random_associations","objects"
"702","p713","There were a couple of rounds where I didn't seem to have the option I wanted to select and my choice was wrong.  Worked out what colours and shapes corresponded and used the colours to communicate the shapes later.","fixed_associations","coloured_shapes"
"703","p714",NA,"random_associations","objects"
"704","p715","For the last one I felt like the colour red best went with anger so that became the circle. The plus I kind of used the shape more than anything so a plus symbol is positive which went well with the lady smiling. Yellow I thought kind of worked for the picture with the sun/sunset in the background as the sun is thought of as yellow. And pink was just the one leftover really. ","fixed_associations","emotions"
"705","p717","In the photo segment I just went for the dominant colour or attribute colour of the sunlight or anger equals red.","random_associations","emotions"
"706","p718",NA,"random_associations","objects"
"707","p719",NA,"fixed_associations","objects"
"708","p720","We figured out a way of communicating the cross with a colour and a rhombus. but we coundn't mangage to remember more than 2. i do't think me and my partner worked well together we both were associating different colours a lot because we both wanted to take charge","fixed_associations","coloured_shapes"
"709","p721",NA,"random_associations","coloured_shapes"
"710","p722","at first it was about communicating just the shape to my partner then the shape and colour and then finally the colour of the item eg pink pig related to the circle which was pink in the shape/colour round.  I found this quite logical to complete.","fixed_associations","objects"
"711","p723",NA,"random_associations","emotions"
"712","p724","i couldnt figure out when shapes an colours were not an option whgich one was going to be chosen it was just guessing","random_associations","coloured_shapes"
"713","p725","I always chose the shape to the left in the second part and it seemed for a high degree my partner recognised this.","random_associations","coloured_shapes"
"714","p726","At first it was very simple to help the receiver out and I was confused what use adding colours added to the difficulty but then when colour was the only thing to go off of it became apparent that each shape had to then be represented by a colour which took a few attempts for both parties to understand - pink became star grey became square hexagon became yellow and pentagon became red.","fixed_associations","coloured_shapes"
"715","p727",NA,"fixed_associations","coloured_shapes"
"716","p728",NA,"fixed_associations","objects"
"717","p729","Well for me the first part was easy just matching the shapes. Then when it changed to colour I was trying to match the colour with the colour of the shapes from the previous round and then with the images i tried to choose the shape closest to that image so my partner might match it with me","fixed_associations","objects"
"718","p730","Theres nothing I want you to know but I think the communication was figuring out what the other person saw and agreeing each shape was a certain object. very interesting ","random_associations","objects"
